CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
"['iterator.hasnext', 'iterator.next', 'string.substring']","['annotation>.hasnextannotation', '>.nexthashset<string', '>.<init>set<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextset<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextset<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextset<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.next']","['annotation>.hasnextannotation', '>.next', 'string.tochararray', 'iterator.hasnext', 'iterator.next', 'math.pow', 'string.substring', 'string.length']",MulaRec,"['annotation>.hasnextannotation', '>.next', 'string.tochararray', 'iterator.hasnext', 'iterator.next', 'math.pow', 'string.substring', 'string.length']",0.9209298383590475,0.0,0.0,1.0,0.0,0.75
"['emptyborder.<init>', 'jpanel.setborder', 'borderlayout.<init>', 'jpanel.setlayout']","['emptyborder.<init>', 'borderlayout.<init>', 'jmenubar.<init>', 'jmenu.<init>', 'jmenubar.add', 'jmenuitem.<init>', 'actionlistener.<init>', 'jmenuitem.addactionlistener', 'jmenu.add', 'jmenuitem.<init>', 'actionlistener.<init>', 'jmenuitem.addactionlistener', 'jmenu.add', 'jmenuitem.<init>', 'actionlistener.<init>', 'jmenuitem.add']","['emptyborder.<init>', 'borderlayout.<init>', 'jslider.<init>', 'changelistener.<init>', 'jslider.addchangelistener', 'jslider.getvalue']",MulaRec,"['emptyborder.<init>', 'borderlayout.<init>', 'jslider.<init>', 'changelistener.<init>', 'jslider.addchangelistener', 'jslider.getvalue']",0.0,0.0,0.8587035397026974,0.75,0.5625,0.3333333333333333
"['map<string,string>.getmap<string,string', '>.put']","['arraylist<string>.<init>map<string,string', '>.getlist<string', '>.addlist<string', '>.sizelist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get', 'string.equalslist<string', '>.get']","['map<string,string>.get']",CodeBERT,"['map<string,string>.getmap<string,string', '>.put']",0.0,0.0,0.9615384615384616,0.0,0.0,0.0
['jtextarea.setbackground'],"['jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackground', 'jtextfield.setforeground', 'jtextfield.setbackgroundj']","['jtextarea.setbackground', 'borderfactory.createbevelborder', 'jtextarea.setbackground', 'borderfactory.createbevelborder']",MulaRec,"['jtextarea.setbackground', 'borderfactory.createbevelborder', 'jtextarea.setbackground', 'borderfactory.createbevelborder']",0.6666666666666666,0.0,0.9486832980505138,0.0,0.0,0.0
"['filereader.<init>', 'bufferedreader.<init>']","['fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'objectinputstream.close']","['file.<init>', 'filereader.<init>', 'bufferedreader.<init>']",MulaRec,"['file.<init>', 'filereader.<init>', 'bufferedreader.<init>']",0.8072958215085615,0.9369279630827012,0.9802327543158317,1.0,0.5,1.0
"['defaultcomboboxmodel.<init>', 'jcombobox.setmodel', 'jpanel.add']","['jpanel.setborder', 'defaultcomboboxmodel.<init>', 'jcombobox.setmodel', 'actionlistener.<init>', 'jcombobox.addactionlistener', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.createparallelgroupgrouplay']","['imageicon.<init>', 'color.<init>', 'font.<init>', 'jpanel.setborder', 'defaultcomboboxmodel.<init>', 'jcombobox.setmodel', 'imageicon.<init>', 'jbutton.seticon', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup']",MulaRec,"['imageicon.<init>', 'color.<init>', 'font.<init>', 'jpanel.setborder', 'defaultcomboboxmodel.<init>', 'jcombobox.setmodel', 'imageicon.<init>', 'jbutton.seticon', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'grouplayout.<init>', 'jpanel.setlayout', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup']",0.7018621716048723,0.0,0.0,0.3333333333333333,0.5,0.5384615384615384
"['files.getdirectorylist<path', '>.add']","['directorystream<path>.listiteratorlistiterator<path', '>.hasnextlistiterator<path', '>.nextlist<path', '>.add']","['path.getfilename', 'pattern.matcher', 'files.isregularfilelist<path', '>.add']",MulaRec,"['path.getfilename', 'pattern.matcher', 'files.isregularfilelist<path', '>.add']",0.0,0.0,0.0,0.0,0.0,0.25
"['tree.flattenstream<a', '>.iterator']","['tree.flattenlist<treenode', '>.iterator']","['tree.flatteniterator<tree', '>.hasnext']",CodeBERT,"['tree.flattenstream<a', '>.iterator']",0.0,0.0,0.0,0.0,0.0,0.0
"['map.cast', 'map.set']","['map.instancemap<string,object', '>.castmap<string,object', '>.get', 'collection.instancecollection<object', '>.castcollection<object', '>.iteratoriterator<object', '>.hasnextiterator<object', '>.next', 'object.getclassmap<string,object', '>.put']","['map.cast', 'map.put']",MulaRec,"['map.cast', 'map.put']",0.0,0.0,1.0,0.5,0.0,1.0
['printwriter.println'],"['blockingqueue<bytebuffer>.putblockingqueue<bytebuffer', '>.pollblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.putblockingqueue<bytebuffer', '>.put']","['bytebuffer.remaining', 'socketchannel.write']",MulaRec,"['bytebuffer.remaining', 'socketchannel.write']",0.7973856209150327,0.0,0.9908673886137246,1.0,0.0,0.5
"['field.getwidth', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add']","['field.getwidth', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>list']","['field.getwidth', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add']",CodeBERT,"['field.getwidth', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add', 'random.nextdouble', 'location.<init>', 'list.add']",0.8510104216500376,0.0,0.9991375588099899,0.625,0.625,0.631578947368421
['arrays.fill'],"['hashmap<state,double>.<init>hashmap<state,double', '>.puthashmap<state,double', '>.<init>hashmap<state,double', '>.puthashmap<state,double', '>.<init>hashmap<state,double', '>.puthashmap<state,double', '>.<init>hashmap<state,double', '>.puthashmap<state,double', '>.<init>hashmap<state,double>']",['treeset.<init>'],MulaRec,['treeset.<init>'],0.8090909090909091,0.0,0.8333333333333334,1.0,0.0,0.0
"['vector.elementat', 'string.cast', 'string.equals', 'vector.removeelementat', 'vector.addelement']","['vector.elementat', 'string.equals', 'vector.removeelementat', 'vector.addelement']","['vector.elementatstring', '[].cast', 'vector.removeelementat', 'vector.addelement']",MulaRec,"['vector.elementatstring', '[].cast', 'vector.removeelementat', 'vector.addelement']",0.896321573412895,0.8504240569369119,0.0,0.8,0.75,0.25
['filesystem.getpath'],['filesystem.liststatus'],['target.accept'],CodeT5,['filesystem.liststatus'],0.0,1.0,0.0,0.0,0.0,0.0
"['priorityqueue<event>.add', 'event.<init>priorityqueue<event', '>.addpriorityqueue<event', '>.isemptypriorityqueue<event', '>.pollarraylist<event', '>.add']","['priorityqueue<event>.add', 'event.<init>priorityqueue<event', '>.add', 'event.<init>priorityqueue<event', '>.addpriorityqueue<event', '>.isemptypriorityqueue<event', '>.pollarraylist<point', '>.add']","['priorityqueue<event>.add', 'event.<init>priorityqueue<event', '>.addpriorityqueue<event', '>.isemptypriorityqueue<event', '>.pollarraylist<point', '>.add']",MulaRec,"['priorityqueue<event>.add', 'event.<init>priorityqueue<event', '>.addpriorityqueue<event', '>.isemptypriorityqueue<event', '>.pollarraylist<point', '>.add']",0.0,0.0,0.0,0.0,0.0,0.0
['list.add'],"['list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear', 'list.addall', 'list.clear']","['list.addall', 'list.toarray']",MulaRec,"['list.addall', 'list.toarray']",0.9331514324693042,0.49482923021805136,1.0,1.0,0.5,0.0
"['iterator<pair>.hasnextiterator<pair', '>.next', 'pair.getlabel', 'pair.second', 'double.cast']","['iterator<pair>.hasnextiterator<pair', '>.next', 'pair.getlabel', 'pair.second', 'double.cast', 'pair.second', 'double.cast']","['iterator<pair>.hasnextiterator<pair', '>.next', 'pair.getlabel', 'pair.second', 'double.cast', 'pair.second', 'double.cast', 'pair.second', 'double.cast']",CodeBERT,"['iterator<pair>.hasnextiterator<pair', '>.next', 'pair.getlabel', 'pair.second', 'double.cast']",0.0,0.0,0.0,0.2,0.2857142857142857,0.3333333333333333
['diagonalmatrix.checkcolumn'],['diagonalmatrix.setentry'],['diagonalmatrix.ensurezero'],MulaRec,['diagonalmatrix.ensurezero'],0.0,0.0,0.0,0.0,0.0,0.0
['variablestack.merge'],"['expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop', 'variablestack.merge', 'expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop', 'variablestack.merge']","['expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop', 'variablestack.merge', 'expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop']",MulaRec,"['expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop', 'variablestack.merge', 'expression.getfreeoperandcount', 'variablestack.peek', 'variablestack.pop']",1.0,0.0,0.0,0.0,0.0,0.0
"['drivermanager.getconnection', 'joptionpane.showmessagedialog']","['jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parseint', 'jtextfield.gettext', 'integer.parse']",['joptionpane.showmessagedialog'],MulaRec,['joptionpane.showmessagedialog'],0.8646432853696414,0.0,0.9624413145539906,1.0,0.9545454545454546,1.0
"['httpurlconnection.cast', 'httpurlconnection.connect', 'httpurlconnection.getresponsecode']","['httpurlconnection.cast', 'httpurlconnection.connect', 'httpurlconnection.getresponsecode', 'httpurlconnection.getinputstream', 'httpurlconnection.getresponsecode']","['httpurlconnection.cast', 'httpurlconnection.connect', 'httpurlconnection.getresponsecode', 'httpurlconnection.disconnect']",MulaRec,"['httpurlconnection.cast', 'httpurlconnection.connect', 'httpurlconnection.getresponsecode', 'httpurlconnection.disconnect']",0.0,0.0,0.0,0.0,0.0,0.0
['connectionevent.isconnected'],"['connectionevent.isconnected', 'connectionevent.getexception', 'connectionevent.gettype', 'connectionevent.getdatabaseurl', 'jlabel.settext', 'connectionevent.gettype', 'connectionevent.getdatabaseurl', 'jlabel.settext', 'connectionevent.gettype', 'connectionevent.getdatabaseurl', 'jlabel.settext', 'connectionevent.gettype', 'connectionevent.getdatabaseurl', 'jlabel.settext', 'connectionevent.gettype', 'connectionevent.getconnectionurl', 'jlabel.settext', 'connectionevent.gettype', 'connectionevent.getconnectionurl', 'jlabel.']","['connectionevent.isconnected', 'connectionevent.getexception', 'connectionevent.isconnected']",MulaRec,"['connectionevent.isconnected', 'connectionevent.getexception', 'connectionevent.isconnected']",0.0,0.0,0.0,0.0,0.25,0.0
"['decimalformat.format', 'system.exit']","['decimalformat.format', 'filewriter.<init>', 'bufferedwriter.<init>', 'decimalformat.format', 'bufferedwriter.write', 'bufferedwriter.close', 'filewriter.<init>', 'bufferedwriter.<init>', 'decimalformat.format', 'bufferedwriter.write', 'bufferedwriter.close', 'filewriter.<init>', 'bufferedwriter.<init>', 'decimalformat.format', 'bufferedwriter.write', 'bufferedwriter.close', 'filewriter.<init>', 'bufferedwriter.<init>', 'decimalformat.format', 'bufferedwriter.writebufferedwriter']","['decimalformat.format', 'file.<init>', 'file.mkdirs', 'decimalformat.format', 'file.<init>', 'file.mkdirs', 'decimalformat.format', 'string.equalsignorecase']",MulaRec,"['decimalformat.format', 'file.<init>', 'file.mkdirs', 'decimalformat.format', 'file.<init>', 'file.mkdirs', 'decimalformat.format', 'string.equalsignorecase']",0.8794504215242227,0.0,0.9907713533633158,0.5,0.35,0.625
['string.<init>'],['jpasswordfield.getpassword'],"['system.getproperty', 'string.cast']",CodeT5,['jpasswordfield.getpassword'],0.8913043478260869,0.6,0.967150804261146,1.0,0.0,1.0
['string.<init>'],"['string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat', 'string.length', 'string.charat']","['string.valueof', 'string.indexof', 'string.substring']",CodeBERT,['string.<init>'],0.8913043478260869,0.8295448239145131,0.9831046928812313,1.0,1.0,1.0
"['stringbuilder.<init>', 'stringbuilder.append', 'integer.tostring', 'system.getproperty', 'runtime.getruntime', 'string.equals', 'integer.tostringset<graph', '>.size', 'stringbuilder.appendset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'stringbuilder.<init>', 'stringbuilder.append', 'graph.getplotters', 'integer.tostring', 'stringbuilder.append', 'graph.getname', 'stringbuilder.append', 'string.format', 'url.<init']","['stringbuilder.<init>', 'stringbuilder.append', 'integer.tostring', 'system.getproperty', 'runtime.getruntime', 'string.equals', 'integer.tostringset<graph', '>.size', 'stringbuilder.appendset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'stringbuilder.<init>', 'stringbuilder.append', 'graph.getplotters', 'integer.tostring', 'stringbuilder.append', 'graph.getname', 'stringbuilder.append', 'string.format', 'url.<init>', 'url.openconnection']","['stringbuilder.<init>', 'stringbuilder.append', 'integer.tostring', 'system.getproperty', 'runtime.getruntime', 'string.equals', 'integer.tostringset<graph', '>.size', 'stringbuilder.appendset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'stringbuilder.<init>', 'stringbuilder.append', 'graph.getplotters', 'integer.tostring', 'stringbuilder.append', 'graph.getname', 'stringbuilder.append', 'string.format', 'url.<init>', 'url.openconnection', 'stringbuilder.tostring', 'urlconnection.addrequestproperty', 'integer.tostring', 'urlconnection.addrequestproperty', 'urlconnection.setdooutput', 'urlconnection.getoutputstream', 'outputstream.write', 'outputstream.flush', 'urlconnection.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'outputstream.close', 'bufferedreader.close', 'string.startswith', 'string.substring', 'string.contains', 'string.equalsset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'graph.getplotters']",MulaRec,"['stringbuilder.<init>', 'stringbuilder.append', 'integer.tostring', 'system.getproperty', 'runtime.getruntime', 'string.equals', 'integer.tostringset<graph', '>.size', 'stringbuilder.appendset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'stringbuilder.<init>', 'stringbuilder.append', 'graph.getplotters', 'integer.tostring', 'stringbuilder.append', 'graph.getname', 'stringbuilder.append', 'string.format', 'url.<init>', 'url.openconnection', 'stringbuilder.tostring', 'urlconnection.addrequestproperty', 'integer.tostring', 'urlconnection.addrequestproperty', 'urlconnection.setdooutput', 'urlconnection.getoutputstream', 'outputstream.write', 'outputstream.flush', 'urlconnection.getinputstream', 'inputstreamreader.<init>', 'bufferedreader.<init>', 'bufferedreader.readline', 'outputstream.close', 'bufferedreader.close', 'string.startswith', 'string.substring', 'string.contains', 'string.equalsset<graph', '>.iteratoriterator<graph', '>.hasnextiterator<graph', '>.next', 'graph.getplotters']",0.0,0.0,0.0,0.5714285714285714,0.6363636363636364,0.5227272727272727
"['resultset.next', 'resultset.getint', 'resultset.getstring']","['resultset.next', 'resultset.getstring']",['resultset.next'],MulaRec,['resultset.next'],0.9373311242656412,0.9188180339548725,0.9882352941176471,0.3333333333333333,0.5,1.0
"['cache.touch', 'map.get']",['cache.touch'],"['cache.touch', 'map.isempty']",CodeT5,['cache.touch'],0.9036961141150639,1.0,1.0,0.5,0.0,0.0
"['iterator<string>.hasnextiterator<string', '>.next', 'string.equals']","['iterator<string>.hasnextiterator<string', '>.nextlist<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextlist<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextlist<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextlist<string', '>.iteratoriterator<string', '>.hasnextiterator<string', '>.nextlist<string', '>.iteratoriterator<string']","['iterator<string>.hasnextiterator<string', '>.nextiterator<string', '>.hasnextiterator<string', '>.next', 'string.equalsiterator<string', '>.hasnextiterator<string', '>.next', 'string.equals']",CodeBERT,"['iterator<string>.hasnextiterator<string', '>.next', 'string.equals']",0.0,0.0,0.0,0.6666666666666666,0.06666666666666667,0.25
['string.equals'],"['xssimpletypedecl.instance', 'xssimpletypedecl.cast', 'xssimpletypedecl.getparentdecl', 'xssimpletypedecl.instance', 'xssimpletypedecl.cast', 'xssimpletypedecl.getparentdecl', 'xssimpletypedecl.cast', 'xssimpletypedecl.getparentdecl', 'xssimpletypedecl.cast', 'xssimpletypedecl.getparentdecl', 'xssimpletypedecl.castxss']",['namespacesupport.getprefixes'],CodeBERT,['string.equals'],0.7735449735449735,0.0,1.0,1.0,0.0,0.0
['jpanel.repaint'],"['jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.setforeground', 'jlabel.settext', 'color.set']","['jlabel.settext', 'jpanel.repaint']",MulaRec,"['jlabel.settext', 'jpanel.repaint']",0.9,0.0,0.9761094710998431,0.0,0.5,0.5
"['jcombobox.additem', 'jcombobox.setselectedindex']","['jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex', 'jcombobox.additem', 'jcombobox.setselectedindex']","['jcombobox.additem', 'jcombobox.setselectedindex', 'jlist.setlistdata', 'jlist.setselectioninterval']",MulaRec,"['jcombobox.additem', 'jcombobox.setselectedindex', 'jlist.setlistdata', 'jlist.setselectioninterval']",0.8744746321952062,0.5716619504750295,0.0,0.0,0.0,0.0
['printwriter.close'],"['printwriter.flush', 'printwriter.close']","['printwriter.close', 'filewriter.close']",CodeBERT,['printwriter.close'],0.8225806451612904,0.8046784024554773,0.9755064854862865,1.0,1.0,0.5
['string.replaceall'],"['string.indexof', 'string.substring']","['string.startswith', 'string.length', 'string.substring']",CodeT5,"['string.indexof', 'string.substring']",0.5131578947368421,0.7916585771528285,0.9863550317721167,1.0,1.0,1.0
['utils.eq'],['math.pow'],"['file.isfile', 'file.exists', 'math.pow']",MulaRec,"['file.isfile', 'file.exists', 'math.pow']",0.9696969696969697,0.7442922374429224,0.9697858930602857,0.0,1.0,1.0
"['canvas.step', 'canvas.step', 'timer.start']","['canvas.step', 'canvas.loadmodel', 'timer.start']","['canvas.step', 'timer.start']",CodeT5,"['canvas.step', 'canvas.loadmodel', 'timer.start']",0.9714127805419094,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5
['documentbuilderfactory.setdtdhandler'],['documentbuilderfactory.newdocumentbuilder'],"['documentbuilderfactory.newdocumentbuilder', 'documentbuilder.newdocument']",CodeT5,['documentbuilderfactory.newdocumentbuilder'],0.0,0.96875,0.0,0.0,0.0,0.0
"['vector<string>.add', 'utils.joinoptionsvector<string', '>.sizevector<string', '>.toarray']","['vector<string>.add', 'utils.joinoptionsvector<string', '>.addvector<string', '>.sizevector<string', '>.toarray']","['vector<string>.addvector<string', '>.sizevector<string', '>.toarray']",MulaRec,"['vector<string>.addvector<string', '>.sizevector<string', '>.toarray']",0.0,0.0,0.0,0.0,0.0,0.0
"['string.tolowercase', 'transform.<init>']","['stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'float.parsefloat', 'stringtokenizer.nexttoken', 'float.parsefloat', 'stringtokenizer.nexttoken', 'float.parsefloat', 'stringtokenizer.nexttoken', 'float.parsefloat', 'transform.<init>']","['string.equals', 'transform.<init>', 'string.startswith', 'string.length', 'string.substring', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'float.parsefloat', 'stringtokenizer.nexttoken', 'float.parsefloat', 'transform.createtranslatetransform', 'string.startswith', 'string.length', 'string.substring', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'float.parsefloat', 'transform.<init>']",MulaRec,"['string.equals', 'transform.<init>', 'string.startswith', 'string.length', 'string.substring', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'float.parsefloat', 'stringtokenizer.nexttoken', 'float.parsefloat', 'transform.createtranslatetransform', 'string.startswith', 'string.length', 'string.substring', 'stringtokenizer.<init>', 'stringtokenizer.nexttoken', 'float.parsefloat', 'transform.<init>']",0.7100226978096958,0.8250140296872949,0.9925776076880815,0.5,0.9,0.8333333333333334
"['vector2d.getx', 'vector2d.gety', 'vector2d.getx', 'vector2d.gety', 'vector2d.<init>', 'vector2d.getx', 'vector2d.gety', 'vector2d.<init>', 'vector2d.getx', 'vector2d.gety', 'vector3d.<init>']","['polygonsset.addpoint<euclidean2d', '>.cast', 'line.tospace', 'line.<init>', 'polygonsset.addpoint<euclidean2d', '>.cast', 'line.tospace', 'line.<init>', 'polygonsset.addpoint<euclidean2d', '>.cast', 'line.tospace', 'line.<init>', 'polygonsset.addpoint<euclidean2d', '>.cast', 'line.tospace', 'line.<init>', 'polygonsset.addpoint<euclidean2']",['polygonsset.verticestotree'],MulaRec,['polygonsset.verticestotree'],0.0,0.0,0.0,0.0,0.0,0.0
['jlabel.<init>'],"['jlabel.<init>', 'jlabel.sethorizontalalignment', 'gridbagconstraints.<init>', 'jlabel.<init>', 'jlabel.sethorizontalalignment', 'gridbagconstraints.<init>', 'jlabel.<init>', 'jlabel.sethorizontalalignment', 'gridbagconstraints.<init>', 'jlabel.<init>', 'jlabel.sethorizontalalignment', 'gridbagconstraints.<init>', 'jlabel.<init>', 'jlabel.sethorizontalalignment', 'gridbagconstraints.<init>', 'jlabel.']","['jlabel.<init>', 'jlabel.getfont', 'jlabel.setfont', 'jbutton.<init>', 'actionlistener.<init>', 'jbutton.addactionlistener', 'insets.<init>']",MulaRec,"['jlabel.<init>', 'jlabel.getfont', 'jlabel.setfont', 'jbutton.<init>', 'actionlistener.<init>', 'jbutton.addactionlistener', 'insets.<init>']",0.29174664107485604,0.0,0.9022436075605242,1.0,0.625,0.5714285714285714
['graph.isedge'],"['linkedlist<integer>.<init>linkedlist<integer', '>.addlastlinkedlist<integer', '>.isemptylinkedlist<integer', '>.removefirstlinkedlist<integer', '>.addlastlinkedlist<integer', '>.isemptylinkedlist<integer', '>.removefirstlinkedlist<integer', '>.addlastlinkedlist<integer', '>.isemptylinkedlist<integer', '>.removefirstlinkedlist<integer', '>.addlastlinkedlist<integer', '>.']",['edge.<init>'],CodeBERT,['graph.isedge'],1.0,0.0,0.9583333333333334,0.0,0.0,0.0
"['system.currenttimemillisentry<<object', '>>.getvalueentry<<object', '>>.getkey']","['system.currenttimemillisentry<<object', '>>.getvalue', 'throwable.instanceentry<<object', '>>.getkeyentry<<object', '>>.getvalue', 'throwable.instanceentry<<object', '>>.getkeyentry<<object', '>>.getvalue', 'throwable.instanceentry<<object', '>>.getkeyentry<<object', '>>.getvalue', 'throwable.instanceentry<<object', '>>.getkeyentry<<object', '>>.getvalue', 'throwable.instanceentry<<object', '>>.getkeyentry<<object', '>>.getvalue', 'throwable.instanceentry<<object']","['entry<<object>>.getvalue', 'throwable.instance', 'throwable.cast', 'throwable.tostringentry<<object', '>>.getkey']",MulaRec,"['entry<<object>>.getvalue', 'throwable.instance', 'throwable.cast', 'throwable.tostringentry<<object', '>>.getkey']",0.0,0.0,0.0,0.0,0.0,0.0
"['node.cast', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse']","['node.cast', 'node.istyped', 'nodetest.asserttrue', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse', 'node.istypednod']","['node.cast', 'node.istyped', 'nodetest.asserttrue', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse']",MulaRec,"['node.cast', 'node.istyped', 'nodetest.asserttrue', 'node.istyped', 'nodetest.assertfalse', 'node.istyped', 'nodetest.assertfalse']",0.0,0.0,0.0,0.14285714285714285,0.05,0.14285714285714285
