original_index,final_status,codebert_status,codet5_status,mularec_status,correct_api,final_api,codebert_api,codet5_api,mularec_api
9099,2,1,1,1,vertex.contains,none.none,vertex.contains,vertex.contains,vertex.contains
9100,0,0,0,0,arraylist.add,dimension.getheight,dimension.getheight,arraylist.size,dimension.<init>
9101,1,1,1,1,utils.sort,utils.sort,utils.sort,utils.sort,utils.sort
9104,1,1,1,0,linkedlist.<init>,linkedlist.<init>,linkedlist.<init>,linkedlist.<init>,task.<init>
9106,1,0,1,1,graphics2d.setcolor,graphics2d.setcolor,graphics2d.setpaint,graphics2d.setcolor,graphics2d.setcolor
9110,2,0,0,0,gregoriancalendar.compareto,none.none,gregoriancalendar.isleap,gregoriancalendar.add,gregoriancalendar.get
9113,1,1,1,1,jpanel.validate,jpanel.validate,jpanel.validate,jpanel.validate,jpanel.validate
9116,2,0,0,0,list.get,none.none,list<object>.get,list<object>.get,list<object>.get
9117,1,1,1,1,thread.start,thread.start,thread.start,thread.start,thread.start
9120,1,1,1,1,composite.setlayout,composite.setlayout,composite.setlayout,composite.setlayout,composite.setlayout
9124,1,1,1,1,string.equals,string.equals,string.equals,string.equals,string.equals
9125,1,1,1,1,filereader.<init>,filereader.<init>,filereader.<init>,filereader.<init>,filereader.<init>
9126,0,0,0,1,resultset.next,connection.createstatement,hashset.<init>,connection.createstatement,resultset.next
9129,2,0,0,0,menubar.<init>,none.none,menu.<init>,spinnernumbermodel.<init>,button.<init>
9130,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
9132,1,1,1,1,vector.elements,vector.elements,vector.elements,vector.elements,vector.elements
9133,0,0,0,0,file.isdirectory,string.endswith,string.endswith,string.endswith,string.endswith
9135,1,1,1,1,point.move,point.move,point.move,point.move,point.move
9137,1,1,1,1,string.instance,string.instance,string.instance,string.instance,string.instance
9139,2,1,1,1,panel.setlayout,none.none,panel.setlayout,panel.setlayout,panel.setlayout
9141,2,1,1,0,nodetest.assertfalse,none.none,nodetest.assertfalse,nodetest.assertfalse,nodetest.asserttrue
9145,2,1,1,1,button.waitforevaltrue,none.none,button.waitforevaltrue,button.waitforevaltrue,button.waitforevaltrue
9147,0,0,0,0,naming.lookup,system.getproperty,inetaddress.getlocalhost,system.getproperty,unicastremoteobject.exportobject
9148,1,1,1,1,string.lastindexof,string.lastindexof,string.lastindexof,string.lastindexof,string.lastindexof
9150,1,1,1,1,math.sqrt,math.sqrt,math.sqrt,math.sqrt,math.sqrt
9151,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9152,2,0,1,0,forkjointask.wait,none.none,countedcompleter.instance,forkjointask.wait,forkjointask.notifyall
9153,1,1,0,1,range.isenabled,range.isenabled,range.isenabled,enumeration.hasmoreelements,range.isenabled
9154,1,1,1,1,string.length,string.length,string.length,string.length,string.length
9155,1,1,1,1,list<string>.add,list<string>.add,list<string>.add,list<string>.add,list<string>.add
9160,1,1,1,1,event.onchanged,event.onchanged,event.onchanged,event.onchanged,event.onchanged
9162,2,1,1,1,list<part>.add,none.none,list<part>.add,list<part>.add,list<part>.add
9163,2,0,0,1,arraylist<integer[]>.<init>,none.none,array2drowrealmatrix.<init>,realmatrix.getrowdimension,arraylist<integer[]>.<init>
9164,0,0,0,0,random.<init>,arraylist.add,arraylist.add,imageicon.<init>,system.nanotime
9166,1,1,1,1,rectangle.<init>,rectangle.<init>,rectangle.<init>,rectangle.<init>,rectangle.<init>
9168,1,1,1,1,string.length,string.length,string.length,string.length,string.length
9170,1,1,1,1,localdatetime.with,localdatetime.with,localdatetime.with,localdatetime.with,localdatetime.with
9171,2,0,0,0,integer.tostring,none.none,fileoutputstream.<init>,filewriter.<init>,"hashmap<string,string>.keyset"
9173,1,1,1,1,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection,drivermanager.getconnection
9177,1,1,1,1,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext
9178,1,1,1,1,context.cast,context.cast,context.cast,context.cast,context.cast
9182,2,0,0,0,hashmap.<init>,none.none,defaulttablemodel.addrow,defaulttablemodel.addcolumn,color.<init>
9184,2,0,1,1,hashmap<string>.<init>,none.none,"map<string,prefix>.put",hashmap<string>.<init>,hashmap<string>.<init>
9186,2,0,0,1,helper.swap,none.none,arrays.sort,utility.swap,helper.swap
9189,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
9190,1,1,0,0,bufferedwriter.close,bufferedwriter.close,bufferedwriter.close,bufferedwriter.flush,bufferedwriter.newline
9193,1,1,1,1,fileinputstream.read,fileinputstream.read,fileinputstream.read,fileinputstream.read,fileinputstream.read
9195,2,1,1,1,domutil.ishidden,none.none,domutil.ishidden,domutil.ishidden,domutil.ishidden
9196,2,1,1,1,cell.setvalue,none.none,cell.setvalue,cell.setvalue,cell.setvalue
9198,1,1,0,0,hashmap<double>.<init>,hashmap<double>.<init>,hashmap<double>.<init>,double.<init>,hashset.<init>
9199,2,0,0,1,list<string>.size,none.none,"map<string,class>.get",string.format,list<string>.size
9200,0,0,0,0,jbutton.<init>,borderlayout.<init>,gridlayout.<init>,jlabel.<init>,borderlayout.<init>
9202,1,0,0,1,file.exists,file.exists,file.getpath,file.getparentfile,file.exists
9203,1,1,1,1,properties.cast,properties.cast,properties.cast,properties.cast,properties.cast
9204,0,0,0,0,math.random,random.nextdouble,random.nextdouble,point.<init>,math.abs
9207,2,1,1,1,menuitem.cast,none.none,menuitem.cast,menuitem.cast,menuitem.cast
9208,2,0,0,1,hashset<string>.<init>,none.none,"hashmap<string,mutableint>.<init>","hashmap<string,attribute>.put",hashset<string>.<init>
9210,2,0,0,0,sequence.cast,none.none,sequence.add,sequence.addnote,sequence.setassembler
9211,1,0,0,1,math.max,math.max,math.min,arraylist<integer>.<init>,math.max
9213,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
9214,1,1,1,1,string.length,string.length,string.length,string.length,string.length
9215,1,0,1,1,"hashmap<string,object>.<init>","hashmap<string,object>.<init>",arraylist.<init>,"hashmap<string,object>.<init>","hashmap<string,object>.<init>"
9221,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
9223,2,1,1,1,long.numberofleadingzeros,none.none,long.numberofleadingzeros,long.numberofleadingzeros,long.numberofleadingzeros
9224,1,0,1,0,vector<string>.add,vector<string>.add,vector.add,vector<string>.add,string.equals
9227,0,0,0,0,math.min,math.max,point.<init>,point.getx,math.max
9234,1,1,1,1,xmlstreamwriter.writeattribute,xmlstreamwriter.writeattribute,xmlstreamwriter.writeattribute,xmlstreamwriter.writeattribute,xmlstreamwriter.writeattribute
9236,0,0,1,0,joptionpane.showmessagedialog,class.forname,integer.parseint,joptionpane.showmessagedialog,class.forname
9238,1,1,1,1,double.<init>,double.<init>,double.<init>,double.<init>,double.<init>
9239,1,1,1,1,encoder.encode,encoder.encode,encoder.encode,encoder.encode,encoder.encode
9240,0,0,0,0,property.getname,type.equals,type.equals,stringbuffer.<init>,type.equals
9241,2,1,1,1,frame.getnewlabel,none.none,frame.getnewlabel,frame.getnewlabel,frame.getnewlabel
9243,1,1,1,1,double.<init>,double.<init>,double.<init>,double.<init>,double.<init>
9247,2,0,0,0,dimension.<init>,none.none,jlabel.setfont,jlabel.setalignmenty,desktop.getdesktop
9249,1,1,1,1,integer.parseint,integer.parseint,integer.parseint,integer.parseint,integer.parseint
9251,2,0,0,0,workerthread.clearalreadyplayed,none.none,math.random,workerthread.sleep,workerthread.sleep
9252,1,0,1,1,bytearrayoutputstream.<init>,bytearrayoutputstream.<init>,bytearrayoutputstream.tostring,bytearrayoutputstream.<init>,bytearrayoutputstream.<init>
9253,2,1,1,1,utils.isempty,none.none,utils.isempty,utils.isempty,utils.isempty
9254,2,1,1,0,date.<init>,none.none,date.<init>,date.<init>,linkedhashset<string>.<init>
9255,2,1,1,1,card.getpreferredsize,none.none,card.getpreferredsize,card.getpreferredsize,card.getpreferredsize
9263,2,1,1,1,matcher.gettextlength,none.none,matcher.gettextlength,matcher.gettextlength,matcher.gettextlength
9264,1,1,1,1,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext
9267,1,1,0,1,list.isempty,list.isempty,list.isempty,list.size,list.isempty
9268,2,0,0,0,graphics2d.cast,none.none,graphics.drawline,graphics.drawrect,graphics.drawrect
9271,1,1,1,1,stringtokenizer.<init>,stringtokenizer.<init>,stringtokenizer.<init>,stringtokenizer.<init>,stringtokenizer.<init>
9273,0,0,0,0,jscrollpane.<init>,jbutton.settext,jbutton.settext,jbutton.settext,jpanel.setborder
9274,0,0,0,0,random.<init>,stringbuilder.<init>,stringbuilder.<init>,stringbuilder.<init>,stringbuilder.<init>
9277,1,1,1,1,object.getclass,object.getclass,object.getclass,object.getclass,object.getclass
9279,2,0,0,0,file.getname,none.none,desktop.isdesktopsupported,file.getabsolutepath,joptionpane.showmessagedialog
9280,0,0,0,0,keepalive.<init>,hashset<integer>.iterator,hashset<integer>.iterator,date.<init>,scanner.<init>
9283,1,0,1,1,jbutton.<init>,jbutton.<init>,jlabel.settext,jbutton.<init>,jbutton.<init>
9285,1,1,1,0,inputstream.close,inputstream.close,inputstream.close,inputstream.close,inputstream.read
9286,1,0,0,1,bytebuffer.capacity,bytebuffer.capacity,bytebuffer.limit,bytebuffer.position,bytebuffer.capacity
9288,1,1,1,1,predicatednodetest.getpredicatecount,predicatednodetest.getpredicatecount,predicatednodetest.getpredicatecount,predicatednodetest.getpredicatecount,predicatednodetest.getpredicatecount
9289,0,0,0,0,jframe.getcontentpane,jframe.setdefaultcloseoperation,jframe.setdefaultcloseoperation,jframe.setdefaultcloseoperation,jframe.setdefaultcloseoperation
9290,1,1,1,1,string.startswith,string.startswith,string.startswith,string.startswith,string.startswith
9292,0,0,0,1,set.toarray,set.size,set.size,set.size,set.toarray
9294,2,0,0,0,shape>.newinstance,none.none,shape>.get,system.arraycopy,shape>.get
9296,0,0,0,0,integer.tostring,scanner.<init>,thread.sleep,system.nanotime,scanner.<init>
9297,1,1,1,1,jcombobox.additem,jcombobox.additem,jcombobox.additem,jcombobox.additem,jcombobox.additem
9299,1,1,0,1,string.charat,string.charat,string.charat,string.substring,string.charat
9300,1,1,1,1,base64.read,base64.read,base64.read,base64.read,base64.read
9301,1,1,1,1,shortbuffer.throw_constructor,shortbuffer.throw_constructor,shortbuffer.throw_constructor,shortbuffer.throw_constructor,shortbuffer.throw_constructor
9302,1,0,1,1,string.instance,string.instance,string.cast,string.instance,string.instance
9303,2,0,0,0,utilities.sortfilesbyname,none.none,file.getabsolutepath,list<file>.size,file.getname
9304,0,0,0,1,jlabel.settext,jtextfield.<init>,jpanel.add,jtextfield.<init>,jlabel.settext
9310,2,0,0,0,treemap.containskey,none.none,"map<string,imageicon>.remove",nodeadapter.createstateicons,"map<string,imageicon>.get"
9311,1,1,1,1,double.<init>,double.<init>,double.<init>,double.<init>,double.<init>
9313,1,1,1,1,toolkit.getscreensize,toolkit.getscreensize,toolkit.getscreensize,toolkit.getscreensize,toolkit.getscreensize
9314,1,1,1,1,vector.clone,vector.clone,vector.clone,vector.clone,vector.clone
9316,2,1,1,1,datasource.getexpression,none.none,datasource.getexpression,datasource.getexpression,datasource.getexpression
9318,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9321,2,1,1,1,stack.check,none.none,stack.check,stack.check,stack.check
9323,2,1,1,1,linkedlist.set,none.none,linkedlist.set,linkedlist.set,linkedlist.set
9325,1,1,1,1,defaulttablemodel.cast,defaulttablemodel.cast,defaulttablemodel.cast,defaulttablemodel.cast,defaulttablemodel.cast
9326,1,1,1,1,hashtable.get,hashtable.get,hashtable.get,hashtable.get,hashtable.get
9327,1,1,1,1,random.nextint,random.nextint,random.nextint,random.nextint,random.nextint
9329,1,1,0,1,arraylist.clear,arraylist.clear,arraylist.clear,arraylist.remove,arraylist.clear
9330,0,0,0,0,cardlayout.<init>,jlabel.settext,jlabel.settext,jtextfield.<init>,jlabel.settext
9332,1,1,1,1,mersennetwister.next,mersennetwister.next,mersennetwister.next,mersennetwister.next,mersennetwister.next
9334,1,1,1,1,string.tochararray,string.tochararray,string.tochararray,string.tochararray,string.tochararray
9335,1,1,1,1,linkedlist.add,linkedlist.add,linkedlist.add,linkedlist.add,linkedlist.add
9340,0,0,0,0,method.<init>,classfile.addattribute,classfile.addattribute,classfile.addattribute,hashtable.<init>
9346,2,0,1,1,message.setcode,none.none,message.settype,message.setcode,message.setcode
9348,1,1,1,1,vector.elements,vector.elements,vector.elements,vector.elements,vector.elements
9350,1,1,1,1,rectangle.<init>,rectangle.<init>,rectangle.<init>,rectangle.<init>,rectangle.<init>
9351,1,1,1,1,bufferedreader.readline,bufferedreader.readline,bufferedreader.readline,bufferedreader.readline,bufferedreader.readline
9352,2,1,1,1,message.settitle,none.none,message.settitle,message.settitle,message.settitle
9354,1,0,0,1,list.size,list.size,collections.sort,linkedlist.<init>,list.size
9356,1,1,1,1,integer.parseint,integer.parseint,integer.parseint,integer.parseint,integer.parseint
9357,2,1,1,1,euclideandistance.distance,none.none,euclideandistance.distance,euclideandistance.distance,euclideandistance.distance
9359,1,1,1,1,simpledateformat.format,simpledateformat.format,simpledateformat.format,simpledateformat.format,simpledateformat.format
9362,1,1,1,1,number.instance,number.instance,number.instance,number.instance,number.instance
9363,2,0,0,0,grid.fillarray,none.none,rectangle.<init>,rectangle.<init>,grid.<init>
9364,1,1,1,1,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject,objectoutput.writeobject
9367,2,1,1,1,abstractrandomgenerator.nextint,none.none,abstractrandomgenerator.nextint,abstractrandomgenerator.nextint,abstractrandomgenerator.nextint
9369,1,0,1,0,stringbuilder.append,stringbuilder.append,object.tostring,stringbuilder.append,object.getclass
9371,1,1,1,1,string.substring,string.substring,string.substring,string.substring,string.substring
9374,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9376,0,0,0,0,javafileobject.getname,printwriter.flush,string.length,printwriter.flush,printwriter.flush
9379,2,0,0,1,field.getmodifiers,none.none,field.setint,field.getint,field.getmodifiers
9381,2,1,0,1,string.length,none.none,string.length,characteriterator.getindex,string.length
9382,1,0,1,1,class.forname,class.forname,class.newinstance,class.forname,class.forname
9383,0,0,0,0,hashmap.get,"map<string,object>.get","map<string,object>.get","map<string,object>.get","map<string,object>.get"
9384,1,1,1,1,condition.await,condition.await,condition.await,condition.await,condition.await
9385,1,1,1,1,class.forname,class.forname,class.forname,class.forname,class.forname
9390,1,1,1,1,jscrollpane.setviewportview,jscrollpane.setviewportview,jscrollpane.setviewportview,jscrollpane.setviewportview,jscrollpane.setviewportview
9391,0,0,0,0,arraylist<string>.clear,string.substring,string.substring,stringbuffer.<init>,vector.size
9392,0,0,0,0,float.isnan,arraylist.<init>,arraylist.<init>,arraylist.<init>,math.min
9393,1,1,1,1,number.instance,number.instance,number.instance,number.instance,number.instance
9397,2,0,0,0,arraylist<group>.add,none.none,group.addstudent,group.addmember,group.addstudent
9398,2,1,1,1,hashset.clear,none.none,hashset.clear,hashset.clear,hashset.clear
9399,0,0,0,0,list<string>.contains,map.get,set.contains,hashmap.<init>,map.get
9401,0,0,0,1,buttongroup.<init>,jlabel.<init>,jlabel.<init>,jlabel.<init>,buttongroup.<init>
9402,2,1,1,1,databuffer.getdatatype,none.none,databuffer.getdatatype,databuffer.getdatatype,databuffer.getdatatype
9403,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9404,0,0,0,0,string.valueof,nodelist.getlength,node.getnodename,node.<init>,nodelist.getlength
9406,2,1,1,1,grid.hasdocks,none.none,grid.hasdocks,grid.hasdocks,grid.hasdocks
9407,2,1,1,1,button.getselection,none.none,button.getselection,button.getselection,button.getselection
9408,1,0,1,1,printwriter.println,printwriter.println,printwriter.flush,printwriter.println,printwriter.println
9411,0,0,0,0,actionevent.getsource,jbutton.<init>,jpanel.add,jbutton.<init>,jbutton.<init>
9414,1,1,1,1,objectinputstream.readobject,objectinputstream.readobject,objectinputstream.readobject,objectinputstream.readobject,objectinputstream.readobject
9415,2,0,0,0,cleaner.cleanfiles,none.none,cleaner.openlogrecord,cleaner.openlogrecord,cleaner.openlog
9419,1,1,1,1,base64.encodebase64,base64.encodebase64,base64.encodebase64,base64.encodebase64,base64.encodebase64
9420,1,1,1,1,imageio.write,imageio.write,imageio.write,imageio.write,imageio.write
9422,2,0,0,0,string.indexof,none.none,instruction.getindex,pattern.compile,instruction.tostring
9424,1,1,1,1,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction,visitor.visitarithmeticinstruction
9427,0,0,0,0,string.isempty,string.trim,string.trim,string.trim,string.split
9428,2,0,0,0,bufferedimage.getscaledinstance,none.none,jpanel.setbounds,jpanel.getheight,jpanel.getwidth
9431,1,1,1,1,object.equals,object.equals,object.equals,object.equals,object.equals
9434,2,1,0,0,list<character>.add,none.none,list<character>.add,character.tostring,list.contains
9435,1,1,1,1,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup,grouplayout.sethorizontalgroup
9438,0,0,0,0,string.split,arraylist<class>.<init>,arraylist<string>.<init>,arraylist<class>.<init>,collections.unmodifiablelist
9440,0,0,0,0,method.getmodifiers,method.getname,method.getname,method.getparametertypes,method.getname
9441,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
9442,0,0,0,0,method.getname,class.getname,class.getsimplename,class.getname,class.forname
9443,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
9444,0,0,0,1,string.trim,stringtokenizer.<init>,hashmap.put,stringtokenizer.<init>,string.trim
9445,1,0,1,1,field.getmodifiers,field.getmodifiers,field.getname,field.getmodifiers,field.getmodifiers
9449,2,0,0,0,task.fork,none.none,task.add,task.increment,task.addtask
9452,2,1,1,1,linkedhashset<class>.<init>,none.none,linkedhashset<class>.<init>,linkedhashset<class>.<init>,linkedhashset<class>.<init>
9454,0,1,0,0,node.getvalue,node.getnext,node.getvalue,node.getnext,node.getnext
9455,1,1,1,1,charsequence.charat,charsequence.charat,charsequence.charat,charsequence.charat,charsequence.charat
9459,1,1,1,1,integer.cast,integer.cast,integer.cast,integer.cast,integer.cast
9460,0,1,0,0,point.<init>,arraylist.<init>,point.<init>,arraylist<point>.<init>,arraylist.<init>
9464,2,0,1,1,encoding.inttonbytearray,none.none,encoding.inttobytearray,encoding.inttonbytearray,encoding.inttonbytearray
9465,1,1,1,1,objectoutputstream.close,objectoutputstream.close,objectoutputstream.close,objectoutputstream.close,objectoutputstream.close
9470,2,1,1,1,utils.rounddouble,none.none,utils.rounddouble,utils.rounddouble,utils.rounddouble
9474,2,1,1,1,iterable.cast,none.none,iterable.cast,iterable.cast,iterable.cast
9478,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
9479,2,0,0,0,float.cast,none.none,vector.<init>,vector.<init>,vector.tocartesian
9481,2,0,1,0,circle.circledecrement,none.none,circle.circleincrement,circle.circledecrement,circle.circleecrement
9483,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
9486,2,0,0,1,fileoutputstream.flush,none.none,fileoutputstream.close,fileoutputstream.close,fileoutputstream.flush
9490,0,0,0,0,arrays.fill,system.arraycopy,arrays.tostring,"hashmap<string,integer>.<init>",system.arraycopy
9499,1,1,1,1,vector.removeelement,vector.removeelement,vector.removeelement,vector.removeelement,vector.removeelement
9501,2,0,0,0,concurrentmap<object>.remove,none.none,"map<object,object>.remove",concurrentmap<object>.get,concurrentmap<object>.get
9503,1,1,1,1,jslider.getvalue,jslider.getvalue,jslider.getvalue,jslider.getvalue,jslider.getvalue
9505,1,1,1,1,number.instance,number.instance,number.instance,number.instance,number.instance
9508,0,0,0,0,util.fatalerror,"map<string,object>.cast",error.<init>,"map<string,object>.cast",joptionpane.showmessagedialog
9510,0,0,0,0,"linkedhashmap<class,color>.<init>",jframe.add,jframe.add,jframe.getcontentpane,jlabel.<init>
9513,2,0,0,0,dialog.doopendialog,none.none,dialog.getdialogstate,dialog.getbounds,dialog.setvisible
9515,0,0,0,0,string.touppercase,string.startswith,string.split,string.startswith,string.startswith
9516,1,1,1,1,string.substring,string.substring,string.substring,string.substring,string.substring
9518,2,1,1,1,systemidresolver.isabsoluteuri,none.none,systemidresolver.isabsoluteuri,systemidresolver.isabsoluteuri,systemidresolver.isabsoluteuri
9521,0,0,0,1,string.tochararray,string.length,string.length,string.length,string.tochararray
9524,1,1,1,1,vector.elements,vector.elements,vector.elements,vector.elements,vector.elements
9526,1,1,1,1,bufferedimage.<init>,bufferedimage.<init>,bufferedimage.<init>,bufferedimage.<init>,bufferedimage.<init>
9527,1,1,1,1,list<method>.add,list<method>.add,list<method>.add,list<method>.add,list<method>.add
9528,0,0,0,0,string.valueof,jlabel.settext,jlabel.settext,jlabel.settext,jslider.setvalue
9530,2,1,1,1,graph.getactualheight,none.none,graph.getactualheight,graph.getactualheight,graph.getactualheight
9531,1,1,1,1,calendar.settime,calendar.settime,calendar.settime,calendar.settime,calendar.settime
9533,2,0,1,0,jcombobox.getitemat,none.none,jcombobox.getselecteditem,jcombobox.getitemat,jcombobox.getselecteditem
9535,1,1,1,1,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext
9536,2,0,0,0,hashset.<init>,none.none,"hashmap<integer,integer>.get","map<integer,set<integer>>.get",arraylist.<init>
9537,1,1,1,1,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist.<init>
9538,0,1,0,0,dimension.<init>,imageicon.<init>,dimension.<init>,imageicon.<init>,jframe.setsize
9539,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
9540,1,0,1,0,long.instance,long.instance,thread.currentthread,long.instance,thread.sleep
9542,1,0,1,1,entry<string>.getkey,entry<string>.getkey,fileoutputstream.<init>,entry<string>.getkey,entry<string>.getkey
9543,2,1,1,1,propertychangesupport.firepropertychange,none.none,propertychangesupport.firepropertychange,propertychangesupport.firepropertychange,propertychangesupport.firepropertychange
9545,2,1,1,1,xobject.equals,none.none,xobject.equals,xobject.equals,xobject.equals
9546,1,0,0,1,file.isdirectory,file.isdirectory,file.isfile,file.exists,file.isdirectory
9548,0,0,0,0,integer.parseint,location.<init>,location.<init>,string.equals,location.<init>
9551,2,1,1,1,factory.newscanner,none.none,factory.newscanner,factory.newscanner,factory.newscanner
9556,1,1,0,1,string.charat,string.charat,string.charat,stringbuffer.append,string.charat
9557,1,1,1,1,map.put,map.put,map.put,map.put,map.put
9559,2,0,0,0,datagrampacket.setlength,none.none,datagramsocket.receive,datagrampacket.getaddress,datagrampacket.getaddress
9560,2,0,0,0,boolean.<init>,none.none,boolean.valueof,boolean.valueof,boolean.valueof
9562,2,0,0,0,arraylist.<init>,none.none,queue.remove,url.openconnection,deque.removefirst
9564,1,1,1,1,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile,jfilechooser.getselectedfile
9565,2,0,1,0,object[][].cast,none.none,object[].cast,object[][].cast,object[].cast
9566,2,0,0,0,list<point>.size,none.none,hashmap<integer>.put,point.<init>,"map<integer,point>.put"
9568,2,1,1,1,droptarget.removelistener,none.none,droptarget.removelistener,droptarget.removelistener,droptarget.removelistener
9569,1,1,1,1,renderedimage.cast,renderedimage.cast,renderedimage.cast,renderedimage.cast,renderedimage.cast
9571,0,0,0,0,string.tochararray,string.length,string.length,string.length,string.length
9572,0,0,0,0,string.length,bufferedreader.readline,bufferedreader.readline,bufferedreader.readline,bufferedreader.readline
9574,2,1,1,1,vector<double>.firstelement,none.none,vector<double>.firstelement,vector<double>.firstelement,vector<double>.firstelement
9575,0,1,0,0,toolkit.getdefaulttoolkit,jtable.getmodel,toolkit.getdefaulttoolkit,jtable.getmodel,listselectionlistener.<init>
9576,0,0,0,0,math.random,random.nextint,random.nextint,random.nextint,random.<init>
9577,2,1,1,1,property.<init>,none.none,property.<init>,property.<init>,property.<init>
9578,0,0,0,0,matcher.matches,list.add,string.format,pattern.compile,list.add
9579,2,1,1,1,jscrollpane.cast,none.none,jscrollpane.cast,jscrollpane.cast,jscrollpane.cast
9580,2,1,1,1,"hashmap<string,double>.keyset",none.none,"hashmap<string,double>.keyset","hashmap<string,double>.keyset","hashmap<string,double>.keyset"
9585,2,0,0,1,parameters.setsharkstatistics,none.none,arraylist.clear,double.parsedouble,parameters.setsharkstatistics
9586,1,1,1,1,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast
9589,2,0,0,0,node.insert,none.none,node.getparent,node.setpoint,node.getvalue
9591,2,0,0,0,level.getname,none.none,level.tostring,"map<level,list<string>>.get",map<string>.keyset
9592,2,0,0,0,avltree.insert,none.none,avltree.root,avltree.add,integer.<init>
9593,1,1,1,1,token.<init>,token.<init>,token.<init>,token.<init>,token.<init>
9594,2,0,0,1,stack<pair<double>>.cast,none.none,iterator<string>.hasnext,"hashmap<string,integer>.<init>",stack<pair<double>>.cast
9595,2,0,0,0,document.getlength,none.none,document.insertstring,styleconstants.setforeground,styleddocument.getlength
9596,2,1,1,1,point2d.<init>,none.none,point2d.<init>,point2d.<init>,point2d.<init>
9599,1,1,1,1,statement.close,statement.close,statement.close,statement.close,statement.close
9601,2,1,1,1,animator.delay,none.none,animator.delay,animator.delay,animator.delay
9607,2,0,1,0,arraylist<file>.<init>,none.none,file.cast,arraylist<file>.<init>,iterable<file>.iterator
9608,2,1,1,1,stack<stack>.element,none.none,stack<stack>.element,stack<stack>.element,stack<stack>.element
9609,2,0,0,0,bufferedwriter.write,none.none,filewriter.append,filewriter.<init>,system.getproperty
9615,2,1,1,1,constantpool.addconstant,none.none,constantpool.addconstant,constantpool.addconstant,constantpool.addconstant
9619,1,1,0,1,string.replacefirst,string.replacefirst,string.replacefirst,stringbuffer.<init>,string.replacefirst
9620,1,1,1,1,utils.joinoptions,utils.joinoptions,utils.joinoptions,utils.joinoptions,utils.joinoptions
9621,1,1,1,1,control.checkwidget,control.checkwidget,control.checkwidget,control.checkwidget,control.checkwidget
9622,0,0,0,0,stringbuilder.length,stringbuilder.append,stringbuilder.append,stringbuilder.append,stringbuilder.append
9623,1,1,1,1,arraylist.get,arraylist.get,arraylist.get,arraylist.get,arraylist.get
9626,1,0,1,1,bytearrayoutputstream.tostring,bytearrayoutputstream.tostring,printwriter.flush,bytearrayoutputstream.tostring,bytearrayoutputstream.tostring
9627,1,1,1,1,string.length,string.length,string.length,string.length,string.length
9630,2,0,1,1,datetime.<init>,none.none,calendar.gettime,datetime.<init>,datetime.<init>
9633,2,1,1,0,text.columnrowtopoint,none.none,text.columnrowtopoint,text.columnrowtopoint,text.tablerowtoppoint
9634,1,1,1,1,string.substring,string.substring,string.substring,string.substring,string.substring
9636,1,0,1,1,outputstream.<init>,outputstream.<init>,printstream.<init>,outputstream.<init>,outputstream.<init>
9637,1,1,1,1,string.instance,string.instance,string.instance,string.instance,string.instance
9641,2,0,0,0,math.max,none.none,math.min,editline.offsettoypos,clip.getcontents
